-0.1,0
14.1,0
2.35145,0.855829
11.6508,0.861614
2.36031,1.7166
11.6428,1.721
4.6266,1.7274
9.3589,1.7378
4.6933,3.4667
9.3011,3.471
6.99551,1.84213
6.99626,3.9077
