11	19

0	0	1	1	0	0
14.2	0	1	1	0	0
2.619	1.183	0	0	0	0
11.581	1.183	0	0	0	0
2.974	0.393	0	0	0	0
11.226	0.393	0	0	0	0
4.128	1.536	0	0	0	0
10.072	1.536	0	0	0	0
5.608	-0.0445	0	0	0	-2
8.592	-0.0445	0	0	0	-2
7.100	1.585	0	0	0	0

0	0	2
1	0	4
2	1	3
3	1	5
4	2	4
5	2	6
6	3	5
7	3	7
8	4	6
9	4	8
10	5	7
11	5	9
12	6	8
13	6	10
14	7	9
15	7	10
16	8	9
17	8	10
18	9	10
