13	23

0	0	1	1	0	0
14.2	0	1	1	0	0
1.35	1	0	0	0	0
12.85	1	0	0	0	0
2.6	0	0	0	0	0
11.6	0	0	0	0	0
3.85	1.25	0	0	0	0
10.35	1.25	0	0	0	0
5.1	0	1	0	0	-2
9.1	0	1	0	0	-2
6.1	1.75	0	0	0	0
8.1	1.75	0	0	0	0
7.1	0	1	0	0	0				

0	0	2
1	0	4
2	1	3
3	1	5
4	2	4
5	2	6
6	3	5
7	3	7
8	4	6
9	4	8
10	5	7
11	5	9
12	6	8
13	6	10
14	7	9
15	7	11
16	8	10
17	8	12
18	9	11
19	9	12
20	10	11
21	10	12
22	11	12
